LP,YEAR,MONTH,ATTENDANCE_RATE
LP_0098,2022,9,0.6414591524939697
LP_0098,2022,10,0.6635533287556565
LP_0098,2022,11,0.5627487871728276
LP_0098,2022,12,0.9489161275622938
LP_0098,2023,1,0.8354608357187507
LP_0098,2023,2,0.502979996469622
LP_0098,2023,3,0.516318881030246
LP_0098,2023,4,0.5696760234342834
LP_0098,2023,5,0.8752884444674636
LP_0098,2023,6,0.7588925409943201
LP_0098,2023,7,0.5496961052455986
LP_0098,2023,8,0.7160788721683062
LP_0098,2023,9,0.9150534551327856
LP_0098,2023,10,0.9414025125245943
LP_0098,2023,11,0.7000231670837709
LP_0098,2023,12,0.6734719989961435
LP_0099,2021,1,0.8291002555016707
LP_0099,2021,2,0.5034851990113001
LP_0099,2021,3,0.5602765569213943
LP_0099,2021,4,0.9015963150380457
LP_0099,2021,5,0.9195260895749998
LP_0099,2021,6,0.9407308811259342
LP_0099,2021,7,0.5364098617224244
LP_0099,2021,8,0.8686643201632995
LP_0099,2021,9,0.9929590491150704
LP_0099,2021,10,0.9489049349288718
LP_0099,2021,11,0.8677569335176247
LP_0099,2021,12,0.6611790110695905
LP_0099,2022,1,0.9105774355708457
LP_0099,2022,2,0.8554072076336385
LP_0099,2022,3,0.9690543862556988
LP_0099,2022,4,0.6320690923404418
LP_0099,2022,5,0.6432259789257222
LP_0099,2022,6,0.9105841858424042
LP_0099,2022,7,0.9702878750572852
LP_0099,2022,8,0.7191278383663562
LP_0099,2022,9,0.998424999288287
LP_0099,2022,10,0.5354523268512006
LP_0099,2022,11,0.5153488306255141
LP_0099,2022,12,0.8038898940423417
LP_0099,2023,1,0.6530572156871806
LP_0099,2023,2,0.6641638381470114
LP_0099,2023,3,0.6195032129980628
LP_0099,2023,4,0.6014767341121887
LP_0099,2023,5,0.8091237600241307
LP_0099,2023,6,0.9523116065174483
LP_0099,2023,7,0.9210644133378735
LP_0099,2023,8,0.615079736273229
LP_0099,2023,9,0.7035478256365122
LP_0099,2023,10,0.6696589538052103
LP_0099,2023,11,0.5518982469498819
LP_0099,2023,12,0.7776588530145905
LP_0100,2021,1,0.9761135456221134
LP_0100,2021,2,0.8488084805734074
LP_0100,2021,3,0.5639048426008756
LP_0100,2021,4,0.5053357733256051
LP_0100,2021,5,0.7736553956696026
LP_0100,2021,6,0.6463197653674533
LP_0100,2021,7,0.537272159299744
LP_0100,2021,8,0.7562756679996621
LP_0100,2021,9,0.9679818748787159
LP_0100,2021,10,0.6023469655953404
LP_0100,2021,11,0.543090237117491
LP_0100,2021,12,0.8577519598752418
LP_0100,2022,1,0.5891043080032901
LP_0100,2022,2,0.8584985765733524
LP_0100,2022,3,0.9819901935147248
LP_0100,2022,4,0.6211570582578575
LP_0100,2022,5,0.9961160844883112
LP_0100,2022,6,0.735615901326335
LP_0100,2022,7,0.9861749854555222
LP_0100,2022,8,0.8666462974210782
LP_0100,2022,9,0.7021627286495595
LP_0100,2022,10,0.867818899489063
LP_0100,2022,11,0.81543262817498
LP_0100,2022,12,0.9169650249102782
LP_0100,2023,1,0.5134778617474964
LP_0100,2023,2,0.6949806038116103
LP_0100,2023,3,0.7779729620916982
LP_0100,2023,4,0.7517262849192976
LP_0100,2023,5,0.6433469578105202
LP_0100,2023,6,0.6701073675786735
LP_0100,2023,7,0.9877168755425747
LP_0100,2023,8,0.6256031391611152
LP_0100,2023,9,0.6717082210330197
LP_0100,2023,10,0.5259235382240752
LP_0100,2023,11,0.6476773323588225
LP_0100,2023,12,0.7145427108713298
LP_0101,2021,1,0.9970684109014669
LP_0101,2021,2,0.5478863666256046
LP_0101,2021,3,0.9649514531156259
LP_0101,2021,4,0.718666970777712
LP_0101,2021,5,0.766258923286539
LP_0101,2021,6,0.5898636419177345
LP_0101,2021,7,0.637445196451098
LP_0101,2021,8,0.5044954466412661
LP_0101,2021,9,0.7288290224009484
LP_0101,2021,10,0.5222526154454519
LP_0101,2021,11,0.9200633840811371
LP_0101,2021,12,0.5393296666549008
LP_0101,2022,1,0.5953479511057194
LP_0101,2022,2,0.7735717506169939
LP_0101,2022,3,0.592568201805864
LP_0101,2022,4,0.8501570243605541
LP_0101,2022,5,0.5996719054013225
LP_0101,2022,6,0.5589255177574083
LP_0101,2022,7,0.8945195833806393
LP_0101,2022,8,0.7093617656733164
LP_0101,2022,9,0.8687915037483662
LP_0101,2022,10,0.9053711600321723
LP_0101,2022,11,0.8812611051071884
LP_0101,2022,12,0.845870131871482
LP_0101,2023,1,0.608211827702879
LP_0101,2023,2,0.68101669971246
LP_0101,2023,3,0.8793538990907162
LP_0101,2023,4,0.5794532746236649
LP_0101,2023,5,0.5540852231326864
LP_0101,2023,6,0.5993161412568679
LP_0101,2023,7,0.7389743442386683
LP_0101,2023,8,0.6664486056637566
LP_0101,2023,9,0.7329646396637601
LP_0101,2023,10,0.7855702785329344
LP_0101,2023,11,0.8019117805642788
LP_0101,2023,12,0.7385235965741196
LP_0102,2021,1,0.7385167955537955
LP_0102,2021,2,0.6778184255465698
LP_0102,2021,3,0.5424941936747869
LP_0102,2021,4,0.8102829665936303
LP_0102,2021,5,0.7958326778665961
LP_0102,2021,6,0.9887504959361502
LP_0102,2021,7,0.7539799230543777
LP_0102,2021,8,0.8469252321642848
LP_0102,2021,9,0.9897674734791815
LP_0102,2021,10,0.7686033496811897
LP_0102,2021,11,0.8304913325261256
LP_0102,2021,12,0.8082530082813864
LP_0102,2022,1,0.7007508559948512
LP_0102,2022,2,0.5049511428813962
LP_0102,2022,3,0.8514478680016804
LP_0102,2022,4,0.7933693725728664
LP_0102,2022,5,0.7100062659925087
LP_0102,2022,6,0.7969243052260628
LP_0102,2022,7,0.7709463258179448
LP_0102,2022,8,0.8116894511236177
LP_0102,2022,9,0.8651030735323333
LP_0102,2022,10,0.9395806007464138
LP_0102,2022,11,0.7732677840490287
LP_0102,2022,12,0.7253481309332903
LP_0102,2023,1,0.5301953335701701
LP_0102,2023,2,0.9867155841202575
LP_0102,2023,3,0.5409977684728506
LP_0102,2023,4,0.9251604259527502
LP_0102,2023,5,0.8408000148480645
LP_0102,2023,6,0.9639955037135641
LP_0102,2023,7,0.9366063464956924
LP_0102,2023,8,0.8472498956838902
LP_0102,2023,9,0.8176109765086741
LP_0102,2023,10,0.7071416296352746
LP_0102,2023,11,0.8923767443875676
LP_0102,2023,12,0.5098686542992814
LP_0103,2021,1,0.5584375880365218
LP_0103,2021,2,0.5266200733108557
LP_0103,2021,3,0.6242749315300992
LP_0103,2021,4,0.6850356560288526
LP_0103,2021,5,0.5620703673984866
LP_0103,2021,6,0.7024395737364798
LP_0103,2021,7,0.8124006334278702
LP_0103,2021,8,0.7732317107570879
LP_0103,2021,9,0.5027537382725635
LP_0103,2021,10,0.7430841081519323
LP_0103,2021,11,0.9514704199221595
LP_0103,2021,12,0.5648466143261277
LP_0103,2022,1,0.8600239504090792
LP_0103,2022,2,0.9311591829248471
LP_0103,2022,3,0.5474627063112996
LP_0103,2022,4,0.765164156537085
LP_0103,2022,5,0.8051023435054185
LP_0103,2022,6,0.5874244694047772
LP_0103,2022,7,0.6253841687345999
LP_0103,2022,8,0.6105759007680488
LP_0103,2022,9,0.8145762064564388
LP_0103,2022,10,0.9801962216238203
LP_0103,2022,11,0.6066908555816781
LP_0103,2022,12,0.5702131474616923
LP_0103,2023,1,0.9413131334793359
LP_0103,2023,2,0.6732777402840484
LP_0103,2023,3,0.8903289333272744
LP_0103,2023,4,0.6096334378733798
LP_0103,2023,5,0.9979907977322062
LP_0103,2023,6,0.6372806619126552
LP_0103,2023,7,0.5413122783157065
LP_0103,2023,8,0.7934174390184903
LP_0103,2023,9,0.554707318493196
LP_0103,2023,10,0.730433717212828
LP_0103,2023,11,0.5724961938141854
LP_0103,2023,12,0.9199997684866408
LP_0104,2021,1,0.7545115810265386
LP_0104,2021,2,0.6259671213567101
LP_0104,2021,3,0.6467247009308339
LP_0104,2021,4,0.9904986565547984
LP_0104,2021,5,0.8642224107123946
LP_0104,2021,6,0.9054733303971539
LP_0104,2021,7,0.9627641022793763
LP_0104,2021,8,0.6536920323518332
LP_0104,2021,9,0.5780283245770693
LP_0104,2021,10,0.9971520022963398
LP_0104,2021,11,0.8586076428539029
LP_0104,2021,12,0.7030407777448893
LP_0104,2022,1,0.8434803723947866
LP_0104,2022,2,0.9413629937299658
LP_0104,2022,3,0.5794489415292043
LP_0104,2022,4,0.8874378966066521
LP_0104,2022,5,0.5299484439475991
LP_0104,2022,6,0.6125969665990514
LP_0104,2022,7,0.846010133299022
LP_0104,2022,8,0.5739145304941726
LP_0104,2022,9,0.7486991649286936
LP_0104,2022,10,0.572951851607578
LP_0104,2022,11,0.7813223457626095
LP_0104,2022,12,0.5246358685984187
LP_0104,2023,1,0.7355102956537235
LP_0104,2023,2,0.8651671544529032
LP_0104,2023,3,0.7738089356154627
LP_0104,2023,4,0.7729189331262596
LP_0104,2023,5,0.9478572451465532
LP_0104,2023,6,0.8453069825948205
LP_0104,2023,7,0.8332152655845699
LP_0104,2023,8,0.8387599250602105
LP_0104,2023,9,0.7964963702517143
LP_0104,2023,10,0.8082855358100305
LP_0104,2023,11,0.7536023158081211
LP_0104,2023,12,0.9688684986790539
LP_0105,2021,1,0.874325372526386
LP_0105,2021,2,0.5134551936873522
LP_0105,2021,3,0.6381641172625436
LP_0105,2021,4,0.6978295148794577
LP_0105,2021,5,0.8093005242650533
LP_0105,2021,6,0.7777129008489237
LP_0105,2021,7,0.8915785459085512
LP_0105,2021,8,0.7550532180132392
LP_0105,2021,9,0.5675321503989916
LP_0105,2021,10,0.6768479380317216
LP_0105,2021,11,0.7247178893930948
LP_0105,2021,12,0.7156415658998612
LP_0105,2022,1,0.776889711180798
LP_0105,2022,2,0.8264680994043336
LP_0105,2022,3,0.7029783852739229
LP_0105,2022,4,0.7263772360012903
LP_0105,2022,5,0.8585353572966703
LP_0105,2022,6,0.7345344368467284
LP_0105,2022,7,0.5007432048784776
LP_0105,2022,8,0.842490560343881
LP_0105,2022,9,0.8260976298514332
LP_0105,2022,10,0.8655373691173126
LP_0105,2022,11,0.9211603921251117
LP_0105,2022,12,0.8117918167626004
LP_0105,2023,1,0.8203832816942054
LP_0105,2023,2,0.6534658504004915
LP_0105,2023,3,0.7235521233926909
LP_0105,2023,4,0.6863160252214243
LP_0105,2023,5,0.9861227760763163
LP_0105,2023,6,0.814335931590681
LP_0105,2023,7,0.5999208027217573
LP_0105,2023,8,0.5818066901870802
LP_0105,2023,9,0.5885644676018567
LP_0105,2023,10,0.9781404410447457
LP_0105,2023,11,0.5528156277924365
LP_0105,2023,12,0.9012672563546062
LP_0106,2021,1,0.6224657917116219
LP_0106,2021,2,0.960072332803193
LP_0106,2021,3,0.9361870122188489
LP_0106,2021,4,0.9688372653976989
LP_0106,2021,5,0.5688362493276089
LP_0106,2021,6,0.5446730068509553
LP_0106,2021,7,0.6631600283474959
LP_0106,2021,8,0.8354223082530432
LP_0106,2021,9,0.7657668024080948
LP_0106,2021,10,0.735445751130236
LP_0106,2021,11,0.539938191972965
LP_0106,2021,12,0.7565036586541353
LP_0106,2022,1,0.5399843917990405
LP_0106,2022,2,0.7087566774905547
LP_0106,2022,3,0.5411339524848102
LP_0106,2022,4,0.7594073165004362
LP_0106,2022,5,0.5454129199205466
LP_0106,2022,6,0.8926989499451967
LP_0106,2022,7,0.6296410401388584
LP_0106,2022,8,0.8945273105868845
LP_0106,2022,9,0.6525391348063638
LP_0106,2022,10,0.9741540414932737
LP_0106,2022,11,0.9309978791239528
LP_0106,2022,12,0.520434342582867
LP_0106,2023,1,0.7897029068516599
LP_0106,2023,2,0.9356440196378145
LP_0106,2023,3,0.781080449464316
LP_0106,2023,4,0.6634959206744799
LP_0106,2023,5,0.7587904157043395
LP_0106,2023,6,0.5912822374350923
LP_0106,2023,7,0.9018557661570608
LP_0106,2023,8,0.7158699896968235
LP_0106,2023,9,0.7810275418831514
LP_0106,2023,10,0.9042419694884171
LP_0106,2023,11,0.5325578625719346
LP_0106,2023,12,0.6450171333588065
LP_0107,2021,1,0.5003715168012978
LP_0107,2021,2,0.7275806006693822
LP_0107,2021,3,0.6268169894093474
LP_0107,2021,4,0.6940145605481539
LP_0107,2021,5,0.8213193344300469
LP_0107,2021,6,0.5650040198887062
LP_0107,2021,7,0.7474553121687992
LP_0107,2021,8,0.5443095588204605
LP_0107,2021,9,0.955343780962804
LP_0107,2021,10,0.7249659601244731
LP_0107,2021,11,0.8741955735790854
LP_0107,2021,12,0.7102798064538016
LP_0107,2022,1,0.9967894339537307
LP_0107,2022,2,0.690023150496125
LP_0107,2022,3,0.5529902265521671
LP_0107,2022,4,0.5027756229070942
LP_0107,2022,5,0.9373283937984103
LP_0107,2022,6,0.5061501498259822
LP_0107,2022,7,0.6422167384230681
LP_0107,2022,8,0.7102910510432254
LP_0107,2022,9,0.6869852236978011
LP_0107,2022,10,0.5842233606839442
LP_0107,2022,11,0.9634578296940444
LP_0107,2022,12,0.7844584618531976
LP_0107,2023,1,0.7782461571645747
LP_0107,2023,2,0.7950818049399004
LP_0107,2023,3,0.7919123986870504
LP_0107,2023,4,0.8734784950848549
LP_0107,2023,5,0.944600859923888
LP_0107,2023,6,0.5305653635653073
LP_0107,2023,7,0.6401502122586087
LP_0107,2023,8,0.7083437065178607
LP_0107,2023,9,0.8642751578585239
LP_0107,2023,10,0.8503545935387252
LP_0107,2023,11,0.9856411663488331
LP_0107,2023,12,0.5051522040273213
LP_0108,2021,1,0.8104045595977991
LP_0108,2021,2,0.9762801799672545
LP_0108,2021,3,0.8177568407304814
LP_0108,2021,4,0.9583870026369539
LP_0108,2021,5,0.928212280817216
LP_0108,2021,6,0.7879711092908448
LP_0108,2021,7,0.7126359017241535
LP_0108,2021,8,0.8747221752897528
LP_0108,2021,9,0.7856770111279429
LP_0108,2021,10,0.5016292089520396
LP_0108,2021,11,0.7348180485224229
LP_0108,2021,12,0.5575483909291242
LP_0108,2022,1,0.5929604495630345
LP_0108,2022,2,0.7551924805227936
LP_0108,2022,3,0.507400133144057
LP_0108,2022,4,0.7862688295585905
LP_0108,2022,5,0.5829127092335304
LP_0108,2022,6,0.8800021377698908
LP_0108,2022,7,0.9084954267892572
LP_0108,2022,8,0.500695878600381
LP_0108,2022,9,0.5862789358276117
LP_0108,2022,10,0.6354202104480432
LP_0108,2022,11,0.7776182627005324
LP_0108,2022,12,0.8413130240885871
LP_0108,2023,1,0.7855808433366382
LP_0108,2023,2,0.5352298167536214
LP_0108,2023,3,0.912201103390317
LP_0108,2023,4,0.9262376532801228
LP_0108,2023,5,0.6164136735719657
LP_0108,2023,6,0.8247324026920086
LP_0108,2023,7,0.8626963946080837
LP_0108,2023,8,0.8321485309635901
LP_0108,2023,9,0.883767155266873
LP_0108,2023,10,0.8975756012824021
LP_0108,2023,11,0.726969961519554
LP_0108,2023,12,0.7942143556569436
LP_0109,2021,1,0.5281108615975914
LP_0109,2021,2,0.996705625105796
LP_0109,2021,3,0.922581618538086
LP_0109,2021,4,0.7053011140935639
LP_0109,2021,5,0.6690855760749743
LP_0109,2021,6,0.7552898951750744
LP_0109,2021,7,0.9116131278156129
LP_0109,2021,8,0.6110989481152229
LP_0109,2021,9,0.8739662830386532
LP_0109,2021,10,0.6451313841115786
LP_0109,2021,11,0.5347336148886943
LP_0109,2021,12,0.938936449719157
LP_0109,2022,1,0.6855189590531778
LP_0109,2022,2,0.7245633831469589
LP_0109,2022,3,0.9593102090160113
LP_0109,2022,4,0.7810368204308042
LP_0109,2022,5,0.8340708044328823
LP_0109,2022,6,0.7773654236242338
LP_0109,2022,7,0.7688570240554882
LP_0109,2022,8,0.7406125409092809
LP_0109,2022,9,0.5044864812902592
LP_0109,2022,10,0.5138064898696335
LP_0109,2022,11,0.7563725332254279
LP_0109,2022,12,0.921607383534194
LP_0109,2023,1,0.9068703008619738
LP_0109,2023,2,0.6987315929450377
LP_0109,2023,3,0.6483848651263697
LP_0109,2023,4,0.7859797762639887
LP_0109,2023,5,0.9041947964461714
LP_0109,2023,6,0.6520220337225326
LP_0109,2023,7,0.6587262165890053
LP_0109,2023,8,0.5921847592877891
LP_0109,2023,9,0.5571757147986534
LP_0109,2023,10,0.5367955335761407
LP_0109,2023,11,0.646255658317406
LP_0109,2023,12,0.853494255217796
LP_0110,2021,1,0.8852580276807338
LP_0110,2021,2,0.7214559358966802
LP_0110,2021,3,0.5889170038880049
LP_0110,2021,4,0.619102815531302
LP_0110,2021,5,0.6821753788215861
LP_0110,2021,6,0.638773529720859
LP_0110,2021,7,0.9641285954162226
LP_0110,2021,8,0.680920771353795
LP_0110,2021,9,0.9754948141142943
LP_0110,2021,10,0.6970676822309572
LP_0110,2021,11,0.7229820550718615
LP_0110,2021,12,0.9189843907130948
LP_0110,2022,1,0.8290105945453117
LP_0110,2022,2,0.9847569868109483
LP_0110,2022,3,0.8435520713409905
LP_0110,2022,4,0.8907175996802691
LP_0110,2022,5,0.7440402865923261
LP_0110,2022,6,0.941025704687076
LP_0110,2022,7,0.6690845135908798
LP_0110,2022,8,0.6441966668851542
LP_0110,2022,9,0.7790137638812203
LP_0110,2022,10,0.9497073896104351
LP_0110,2022,11,0.7841404210378418
LP_0110,2022,12,0.794191787003313
LP_0110,2023,1,0.6324947674842611
LP_0110,2023,2,0.7563194803009294
LP_0110,2023,3,0.5023398613109515
LP_0110,2023,4,0.6741531782294139
LP_0110,2023,5,0.764818532892995
LP_0110,2023,6,0.7587738778629101
LP_0110,2023,7,0.8389675314105207
LP_0110,2023,8,0.628872492850366
LP_0110,2023,9,0.9551510633361662
LP_0110,2023,10,0.849084327450234
LP_0110,2023,11,0.9301872726489171
LP_0110,2023,12,0.8740288451315203
LP_0111,2021,1,0.5829082512443877
LP_0111,2021,2,0.5769114234912813
LP_0111,2021,3,0.7009970543093309
LP_0111,2021,4,0.6459830005922553
LP_0111,2021,5,0.6872513580159776
LP_0111,2021,6,0.6476762922811066
LP_0111,2021,7,0.5808384126803252
LP_0111,2021,8,0.8612710323905344
LP_0111,2021,9,0.6780915120694591
LP_0111,2021,10,0.9803456100201973
LP_0111,2021,11,0.5165094914187529
LP_0111,2021,12,0.601461297875092
LP_0111,2022,1,0.5493545496369624
LP_0111,2022,2,0.9386922280206159
LP_0111,2022,3,0.5290142249802986
LP_0111,2022,4,0.6164062081272619
LP_0111,2022,5,0.9121777216927061
LP_0111,2022,6,0.6702899927617474
LP_0111,2022,7,0.6532773967292504
LP_0111,2022,8,0.8077165853703929
LP_0111,2022,9,0.5745205633519532
LP_0111,2022,10,0.666897872623759
LP_0111,2022,11,0.7709411343659871
LP_0111,2022,12,0.9365514316915453
LP_0111,2023,1,0.8694431243859253
LP_0111,2023,2,0.6043278510749035
LP_0111,2023,3,0.6265634519590492
LP_0111,2023,4,0.6983978483279288
LP_0111,2023,5,0.6053899397537177
LP_0111,2023,6,0.5963866444577569
LP_0111,2023,7,0.903883849097946
LP_0111,2023,8,0.7434184902390137
LP_0111,2023,9,0.57389499041018
LP_0111,2023,10,0.6337249904110005
LP_0111,2023,11,0.9263750358605976
LP_0111,2023,12,0.5739660389232546
LP_0112,2021,1,0.7718661242398734
LP_0112,2021,2,0.6592648779130399
LP_0112,2021,3,0.7976944362092462
LP_0112,2021,4,0.7883626399384593
LP_0112,2021,5,0.6661925440816753
LP_0112,2021,6,0.8490836375839645
LP_0112,2021,7,0.6432207097857912
LP_0112,2021,8,0.6572616854486906
LP_0112,2021,9,0.6843171423304223
LP_0112,2021,10,0.5994232210564807
LP_0112,2021,11,0.5134385024837247
LP_0112,2021,12,0.6596203415868858
LP_0112,2022,1,0.5272077862805482
LP_0112,2022,2,0.7198061020212031
LP_0112,2022,3,0.920792176530191
LP_0112,2022,4,0.9348492100975561
LP_0112,2022,5,0.6679638084373264
LP_0112,2022,6,0.7365842877163363
LP_0112,2022,7,0.6801256625003773
LP_0112,2022,8,0.5633309889269322
LP_0112,2022,9,0.9624075568220232
LP_0112,2022,10,0.6961540590875839
LP_0112,2022,11,0.5882606928175876
LP_0112,2022,12,0.6816413574857414
LP_0112,2023,1,0.5448027653969967
LP_0112,2023,2,0.831416307002871
LP_0112,2023,3,0.9840621785511033
LP_0112,2023,4,0.6897032448007392
LP_0112,2023,5,0.6876548077378815
LP_0112,2023,6,0.8151214051403448
LP_0112,2023,7,0.5273564201221406
LP_0112,2023,8,0.5022839666232914
LP_0112,2023,9,0.5657807532364616
LP_0112,2023,10,0.819662745931327
LP_0112,2023,11,0.6884801594693728
LP_0112,2023,12,0.5385386793470027
LP_0113,2021,1,0.9105598887507681
LP_0113,2021,2,0.8262354686227054
LP_0113,2021,3,0.7897557854587041
LP_0113,2021,4,0.7482997854662252
LP_0113,2021,5,0.7197477988804242
LP_0113,2021,6,0.6968764058414212
LP_0113,2021,7,0.6474192903559748
LP_0113,2021,8,0.5174401969638884
LP_0113,2021,9,0.7573559953307711
LP_0113,2021,10,0.8203095273770042
LP_0113,2021,11,0.5544357981217093
LP_0113,2021,12,0.7183543360095055
LP_0113,2022,1,0.7191572228685563
LP_0113,2022,2,0.8763774727532088
LP_0113,2022,3,0.6936902896231176
LP_0113,2022,4,0.9014022280490877
LP_0113,2022,5,0.5355204907102409
LP_0113,2022,6,0.5991321996067731
LP_0113,2022,7,0.5690635066433918
LP_0113,2022,8,0.9074874314500245
LP_0113,2022,9,0.612140157977169
LP_0113,2022,10,0.8918143572806969
LP_0113,2022,11,0.6510782006650505
LP_0113,2022,12,0.5248849426435009
LP_0113,2023,1,0.8650194714889492
LP_0113,2023,2,0.8453400366446919
LP_0113,2023,3,0.7880787777795595
LP_0113,2023,4,0.5106954031297979
LP_0113,2023,5,0.7080125981979775
LP_0113,2023,6,0.5755737967078445
LP_0113,2023,7,0.8692476750901503
LP_0113,2023,8,0.7350291595834372
LP_0113,2023,9,0.9888621501555935
LP_0113,2023,10,0.6788578146623165
LP_0113,2023,11,0.8806254673954743
LP_0113,2023,12,0.5816466271696907
LP_0114,2021,1,0.6244121426575602
LP_0114,2021,2,0.8074221607818407
LP_0114,2021,3,0.7965079491175603
LP_0114,2021,4,0.5153261538835507
LP_0114,2021,5,0.6255374526415063
LP_0114,2021,6,0.6800279296396046
LP_0114,2021,7,0.5897024235131987
LP_0114,2021,8,0.7940424630618653
LP_0114,2021,9,0.8556158079819961
LP_0114,2021,10,0.983853274448661
LP_0114,2021,11,0.9127056232458413
LP_0114,2021,12,0.6293399245792606
LP_0114,2022,1,0.7112331763539854
LP_0114,2022,2,0.8364910430219974
LP_0114,2022,3,0.8329671422735467
LP_0114,2022,4,0.7235298318757479
LP_0114,2022,5,0.917820013165142
LP_0114,2022,6,0.9675317442743
LP_0114,2022,7,0.9885120775656719
LP_0114,2022,8,0.8373900819662625
LP_0114,2022,9,0.7865557607239191
LP_0114,2022,10,0.7411379767619153
LP_0114,2022,11,0.5931606144009223
LP_0114,2022,12,0.7286384126115366
LP_0114,2023,1,0.6718337917471764
LP_0114,2023,2,0.7806386896124531
LP_0114,2023,3,0.6374048451720483
LP_0114,2023,4,0.919781123869416
LP_0114,2023,5,0.9909621412994063
LP_0114,2023,6,0.5979967378470556
LP_0114,2023,7,0.5444348903659513
LP_0114,2023,8,0.5057250324304333
LP_0114,2023,9,0.8934193561112433
LP_0114,2023,10,0.5810114482869164
LP_0114,2023,11,0.76123341824471
LP_0114,2023,12,0.9807011049850134
LP_0115,2021,1,0.9815285688540671
LP_0115,2021,2,0.714257178674699
LP_0115,2021,3,0.5717861955467869
LP_0115,2021,4,0.71739597901571
LP_0115,2021,5,0.5847621963134892
LP_0115,2021,6,0.8842381344611802
LP_0115,2021,7,0.6727299130441288
LP_0115,2021,8,0.932574305493471
LP_0115,2021,9,0.784959711965705
LP_0115,2021,10,0.9816142957456649
LP_0115,2021,11,0.5421197796761634
LP_0115,2021,12,0.5141698975430998
LP_0115,2022,1,0.8422287850295218
LP_0115,2022,2,0.5839012496116043
LP_0115,2022,3,0.7401427121190254
LP_0115,2022,4,0.7427463598534944
LP_0115,2022,5,0.5963498214629511
LP_0115,2022,6,0.5360727789072791
LP_0115,2022,7,0.8321359359135465
LP_0115,2022,8,0.7675056324461341
LP_0115,2022,9,0.7405684033750043
LP_0115,2022,10,0.9651728306570314
LP_0115,2022,11,0.7294178324337492
LP_0115,2022,12,0.9053369213798536
LP_0115,2023,1,0.9631715338445385
LP_0115,2023,2,0.667541861773856
LP_0115,2023,3,0.8750408616231478
LP_0115,2023,4,0.9549599772978115
LP_0115,2023,5,0.6566966706965929
LP_0115,2023,6,0.8369175765003086
LP_0115,2023,7,0.9321647822346844
LP_0115,2023,8,0.8846318082218038
LP_0115,2023,9,0.8049723173163061
LP_0115,2023,10,0.6323153760418959
LP_0115,2023,11,0.82747832012837
LP_0115,2023,12,0.6377113609576769
LP_0116,2021,1,0.9463365087398692
LP_0116,2021,2,0.8639069578098835
LP_0116,2021,3,0.6949553987525938
LP_0116,2021,4,0.7549472587492847
LP_0116,2021,5,0.639928235402786
LP_0116,2021,6,0.5592421579023119
LP_0116,2021,7,0.7151521462306543
LP_0116,2021,8,0.7073831246982072
LP_0116,2021,9,0.8557364373119649
LP_0116,2021,10,0.6148760082089488
LP_0116,2021,11,0.7001534172110442
LP_0116,2021,12,0.9164290966583885
LP_0116,2022,1,0.8046641374128243
LP_0116,2022,2,0.8219783517737189
LP_0116,2022,3,0.5895354787544738
LP_0116,2022,4,0.7732295462705696
LP_0116,2022,5,0.8401385538948526
LP_0116,2022,6,0.7796612771049866
LP_0116,2022,7,0.7307396989562821
LP_0116,2022,8,0.9436959016712456
LP_0116,2022,9,0.9251388570726926
LP_0116,2022,10,0.8155573320156712
LP_0116,2022,11,0.936229710910522
LP_0116,2022,12,0.8220643167876112
LP_0116,2023,1,0.8170277240955917
LP_0116,2023,2,0.6877831305429358
LP_0116,2023,3,0.610644977917529
LP_0116,2023,4,0.7817479596185437
LP_0116,2023,5,0.7832643502121832
LP_0116,2023,6,0.5342393755723736
LP_0116,2023,7,0.7011340298390956
LP_0116,2023,8,0.8684946150691871
LP_0116,2023,9,0.8944605251815795
LP_0116,2023,10,0.644070171467855
LP_0116,2023,11,0.6173362099374364
LP_0116,2023,12,0.7715422938135972
LP_0117,2021,1,0.5503955444492457
LP_0117,2021,2,0.833153750760661
LP_0117,2021,3,0.7116638249154393
LP_0117,2021,4,0.8403340151001366
LP_0117,2021,5,0.8077745200634557
LP_0117,2021,6,0.7882201504833679
LP_0117,2021,7,0.6975553798362593
LP_0117,2021,8,0.7305327257793217
LP_0117,2021,9,0.7960723816686548
LP_0117,2021,10,0.6863817478635654
LP_0117,2021,11,0.7206600912383365
LP_0117,2021,12,0.5532930719725968
LP_0117,2022,1,0.5961408949117186
LP_0117,2022,2,0.6022590083352333
LP_0117,2022,3,0.8894131822153635
LP_0117,2022,4,0.7150005912478918
LP_0117,2022,5,0.8847913731758974
LP_0117,2022,6,0.9334164599474722
LP_0117,2022,7,0.8884598840333697
LP_0117,2022,8,0.6067909687297632
LP_0117,2022,9,0.9651079695950937
LP_0117,2022,10,0.8734201310783609
LP_0117,2022,11,0.6901987986044481
LP_0117,2022,12,0.6641307627579739
LP_0117,2023,1,0.8223309308886902
LP_0117,2023,2,0.8695051396459373
LP_0117,2023,3,0.8565704571188316
LP_0117,2023,4,0.6461101757306531
LP_0117,2023,5,0.655400147412998
LP_0117,2023,6,0.7965377044652557
LP_0117,2023,7,0.5260175684769162
LP_0117,2023,8,0.8091033249060503
LP_0117,2023,9,0.7777758635388945
LP_0117,2023,10,0.8143853657161324
LP_0117,2023,11,0.5155971765519716
LP_0117,2023,12,0.8345475424624597
LP_0118,2021,1,0.898037263300484
LP_0118,2021,2,0.5750672081984107
